0:10:10	Initio Corporation
0:10:11	Cisco Systems, Inc. [Cisco Systems Cisco 75xx]
0:10:12	Processor Systems (I) PVT Ltd
0:10:13	Industrial Computer Source
0:10:14	Cisco Systems, Inc.
0:10:15	Oomon Inc.
0:10:16	T.Sqware
0:10:17	Micos GmbH
0:10:18	Broadcom Corporation
0:10:19	Sirona Dental Systems GmbH & Co. KG
0:10:1a	Picturetel Corp.
0:10:1b	Cornet Technology, Inc.
0:10:1c	OHM Technologies Intl, LLC
0:10:1d	Winbond Electronics Corp.
0:10:1e	Matsushita Electronic Instruments Corp.
0:10:1f	Cisco Systems, Inc. [Cisco Systems Catalyst 2901]
0:10:2	Actia
0:10:20	Welch Allyn, Data Collection
0:10:21	Encanto Networks, Inc.
0:10:22	Satcom Media Corporation
0:10:23	Flowwise Networks, Inc.
0:10:24	Nagoya Electric Works Co., Ltd
0:10:25	Grayhill Inc.
0:10:26	Accelerated Networks, Inc.
0:10:27	L-3 Communications East
0:10:28	Computer Technica, Inc.
0:10:29	Cisco Systems, Inc. [Cisco Systems Catalyst 5000]
0:10:2a	ZF Microsystems, Inc.
0:10:2b	Umax Data Systems, Inc.
0:10:2c	Lasat Networks A/S
0:10:2d	Hitachi Software Engineering
0:10:2e	Network Systems & Technologies PVT. Ltd.
0:10:2f	Cisco Systems, Inc. [Cisco Systems Cisco 5000]
0:10:3	Imatron, Inc.
0:10:30	Wi-LAN, Inc.
0:10:31	Objective Communications, Inc.
0:10:32	Alta Technology
0:10:33	Accesslan Communications, Inc.
0:10:34	GNP Computers
0:10:35	Elitegroup Computer Systems Co., Ltd
0:10:36	Inter-TEL Integrated Systems
0:10:37	CYQ've Technology Co., Ltd.
0:10:38	Micro Research Institute, Inc.
0:10:39	Vectron Systems AG
0:10:3a	Diamond Network Tech
0:10:3b	Hippi Networking Forum
0:10:3c	IC Ensemble, Inc.
0:10:3d	Phasecom, Ltd.
0:10:3e	Netschools Corporation
0:10:3f	Tollgrade Communications, Inc.
0:10:4	The Brantley Coile Company,Inc
0:10:40	Intermec Corporation
0:10:41	Bristol Babcock, Inc.
0:10:42	Alacritech
0:10:43	A2 Corporation
0:10:44	Innolabs Corporation
0:10:45	Nortel Networks
0:10:46	Alcorn Mcbride Inc.
0:10:47	Echo Eletric Co. Ltd.
0:10:48	Htrc Automation, Inc.
0:10:49	Shoreline Teleworks, Inc.
0:10:4a	The Parvuc Corporation
0:10:4b	3com Corporation [3Com 3C905-TX PCI]
0:10:4c	Computer Access Technology
0:10:4d	Surtec Industries, Inc.
0:10:4e	Ceologic
0:10:4f	Storage Technology Corporation
0:10:5	UEC Commercial
0:10:50	Rion Co., Ltd.
0:10:51	Cmicro Corporation
0:10:52	Mettler-Toledo (Albstadt) GmbH
0:10:53	Computer Technology Corp.
0:10:54	Cisco Systems, Inc.
0:10:55	Fujitsu Microelectronics, Inc.
0:10:56	Sodick Co., Ltd.
0:10:57	Rebel.com, Inc.
0:10:58	Arrowpoint Communications
0:10:59	Diablo Research Co. LLC
0:10:5a	3com Corporation [3Com Fast Etherlink XL in a Gateway 2000]
0:10:5b	Net Insight AB
0:10:5c	Quantum Designs (H.K.) Ltd.
0:10:5d	Draeger Medical
0:10:5e	Hekimian Laboratories, Inc.
0:10:5f	in-Snec
0:10:6	Thales Contact Solutions Ltd.
0:10:60	Billionton Systems, Inc. [Billington Novell NE200 Compatible]
0:10:61	Hostlink Corp.
0:10:62	NX Server, Ilnc.
0:10:63	Starguide Digital Networks
0:10:64	Dnpg, LLC
0:10:65	Radyne Corporation
0:10:66	Advanced Control Systems, Inc.
0:10:67	Redback Networks, Inc.
0:10:68	Comos Telecom
0:10:69	Helioss Communications, Inc.
0:10:6a	Digital Microwave Corporation
0:10:6b	Sonus Networks, Inc.
0:10:6c	Infratec Plus GmbH
0:10:6d	Integrity Communications, Inc.
0:10:6e	Tadiran Com. Ltd.
0:10:6f	Trenton Technology Inc.
0:10:7	Cisco Systems, Inc. [Cisco Systems Catalyst 1900]
0:10:70	Caradon Trend Ltd.
0:10:71	Advanet Inc.
0:10:72	GVN Technologies, Inc.
0:10:73	Technobox, Inc.
0:10:74	Aten International Co., Ltd.
0:10:75	Maxtor Corporation
0:10:76	Eurem GmbH
0:10:77	SAF Drive Systems, Ltd.
0:10:78	Nuera Communications, Inc.
0:10:79	Cisco Systems, Inc. [Cisco 5500 Router]
0:10:7a	Ambicom, Inc. [Ambicom (was Tandy?)]
0:10:7b	Cisco Systems, Inc. [Cisco Systems]
0:10:7c	P-Com, Inc.
0:10:7d	Aurora Communications, Ltd.
0:10:7e	Bachmann Electronic GmbH
0:10:7f	Crestron Electronics, Inc.
0:10:8	Vienna Systems Corporation
0:10:80	Metawave Communications
0:10:81	DPS, Inc.
0:10:82	JNA Telecommunications Limited
0:10:83	Hewlett-Packard Company [HP-UX E 9000/889]
0:10:84	K-BOT Communications
0:10:85	Polaris Communications, Inc.
0:10:86	Atto Technology, Inc.
0:10:87	Xstreamis PLC
0:10:88	American Networks Inc.
0:10:89	Websonic
0:10:8a	Teralogic, Inc.
0:10:8b	Laseranimation Sollinger GmbH
0:10:8c	Fujitsu Telecommunications Europe, Ltd.
0:10:8d	Johnson Controls, Inc.
0:10:8e	Hugh Symons Concept Technologies Ltd.
0:10:8f	Raptor Systems
0:10:9	Horo Quartz
0:10:90	Cimetrics, Inc.
0:10:91	NO Wires Needed BV
0:10:92	Netcore Inc.
0:10:93	CMS Computers, Ltd.
0:10:94	Performance Analysis Broadband, Spirent plc
0:10:95	Thompson Inc.
0:10:96	Tracewell Systems, Inc.
0:10:97	Winnet Metropolitan Communications Systems, Inc.
0:10:98	Starnet Technologies, Inc.
0:10:99	Innomedia, Inc.
0:10:9a	Netline
0:10:9b	Vixel Corporation
0:10:9c	M-System Co., Ltd.
0:10:9d	Clarinet Systems, Inc.
0:10:9e	Aware, Inc.
0:10:9f	Pavo, Inc.
0:10:a	Williams Communications Group
0:10:a0	Innovex Technologies, Inc.
0:10:a1	Kendin Semiconductor, Inc.
0:10:a2	TNS
0:10:a3	Omnitronix, Inc.
0:10:a4	Xircom [Xircom Real Port 10/100 PC Card]
0:10:a5	Oxford Instruments
0:10:a6	Cisco Systems, Inc. [Cisco]
0:10:a7	Unex Technology Corporation
0:10:a8	Reliance Computer Corp.
0:10:a9	Adhoc Technologies
0:10:aa	Media4, Inc.
0:10:ab	Koito Industries, Ltd.
0:10:ac	Imci Technologies
0:10:ad	Softronics USB, Inc.
0:10:ae	Shinko Electric Industries Co.
0:10:af	TAC Systems, Inc.
0:10:b	Cisco Systems, Inc. [Cisco Systems]
0:10:b0	Meridian Technology Corp.
0:10:b1	for-A Co., Ltd.
0:10:b2	Coactive Aesthetics
0:10:b3	Nokia Multimedia Terminals
0:10:b4	Atmosphere Networks
0:10:b5	Accton Technology Corporation
0:10:b6	Entrata Communications Corp.
0:10:b7	Coyote Technologies, LLC
0:10:b8	Ishigaki Computer System Co.
0:10:b9	Maxtor Corp.
0:10:ba	Martinho-Davis Systems, Inc.
0:10:bb	Data & Information Technology
0:10:bc	Aastra Telecom
0:10:bd	The Telecommunication Technology Committee
0:10:be	Telexis Corp.
0:10:bf	Interair Wireless
0:10:c	ITO Co., Ltd.
0:10:c0	Arma, Inc.
0:10:c1	OI Electric Co., Ltd.
0:10:c2	Willnet, Inc.
0:10:c3	CSI-Control Systems
0:10:c4	Media Links Co., Ltd.
0:10:c5	Protocol Technologies, Inc.
0:10:c6	USI
0:10:c7	Data Transmission Network
0:10:c8	Communications Electronics Security Group
0:10:c9	Mitsubishi Electronics Logistic Support Co.
0:10:ca	Integral Access
0:10:cb	Facit K.K.
0:10:cc	CLP Computer Logistik Planung GmbH
0:10:cd	Interface Concept
0:10:ce	Volamp, Ltd.
0:10:cf	Fiberlane Communications
0:10:d	Cisco Systems, Inc. [Cisco Systems Catalyst 2924-XL]
0:10:d0	Witcom, Ltd.
0:10:d1	Top Layer Networks, Inc.
0:10:d2	Nitto Tsushinki Co., Ltd
0:10:d3	Grips Electronic GmbH
0:10:d4	Storage Computer Corporation
0:10:d5	Imasde Canarias, S.A.
0:10:d6	ITT - A/CD
0:10:d7	Argosy Research Inc. [Argosy EN 220 Fast Ethernet PCMCIA]
0:10:d8	Calista
0:10:d9	IBM Japan, Fujisawa MT+D
0:10:da	Motion Engineering, Inc.
0:10:db	Netscreen Technologies, Inc.
0:10:dc	Micro-Star International Co., Ltd.
0:10:dd	Enable Semiconductor, Inc.
0:10:de	International Datacasting Corporation
0:10:df	Rise Computer Inc.
0:10:e	Micro Linear Coporation
0:10:e0	Cobalt Microserver, Inc.
0:10:e1	S.I. Tech, Inc.
0:10:e2	Arraycomm, Inc.
0:10:e3	Compaq Computer Corporation
0:10:e4	NSI Corporation
0:10:e5	Solectron Texas
0:10:e6	Applied Intelligent Systems, Inc.
0:10:e7	Breezecom
0:10:e8	Telocity, Incorporated
0:10:e9	Raidtec Ltd.
0:10:ea	Adept Technology
0:10:eb	Selsius Systems, Inc.
0:10:ec	Rpcg, LLC
0:10:ed	Sundance Technology, Inc.
0:10:ee	CTI Products, Inc.
0:10:ef	Dbtel Incorporated
0:10:f	Industrial CPU Systems
0:10:f1	I-O Corporation
0:10:f2	Antec
0:10:f3	Nexcom International Co., Ltd.
0:10:f4	Vertical Networks, Inc.
0:10:f5	Amherst Systems, Inc.
0:10:f6	Cisco Systems, Inc. [Cisco]
0:10:f7	Iriichi Technologies Inc.
0:10:f8	Kenwood TMI Corporation
0:10:f9	Unique Systems, Inc.
0:10:fa	Zayante, Inc.
0:10:fb	Zida Technologies Limited
0:10:fc	Broadband Networks, Inc.
0:10:fd	Cocom A/S
0:10:fe	Digital Equipment Corporation
0:10:ff	Cisco Systems, Inc.
0:11:0	RAM Industries, LLC
0:11:1	CET Technologies Pte Ltd
0:11:10	Maxanna Technology Co., Ltd.
0:11:11	Intel Corporation
0:11:12	Honeywell Cmss
0:11:13	Fraunhofer Fokus
0:11:14	Everfocus Electronics Corp.
0:11:15	Epin Technologies, Inc.
0:11:16	Coteau Vert Co., Ltd.
0:11:17	Cesnet
0:11:18	BLX IC Design Corp., Ltd.
0:11:19	Solteras, Inc.
0:11:1a	Motorola BCS
0:11:1b	Targa Systems Div L-3 Communications Canada
0:11:1c	Pleora Technologies Inc.
0:11:1d	Hectrix Limited
0:11:1e	Epsg (Ethernet Powerlink Standardization Group)
0:11:1f	Doremi Labs, Inc.
0:11:2	Aurora Multimedia Corp.
0:11:20	Cisco Systems
0:11:21	Cisco Systems
0:11:22	Cimsys Inc
0:11:23	Appointech, Inc.
0:11:24	Apple Computer
0:11:25	IBM Corporation
0:11:26	Venstar Inc.
0:11:27	Tasi, Inc
0:11:28	Streamit
0:11:29	Paradise Datacom Ltd.
0:11:2a	Niko NV
0:11:2b	Netmodule
0:11:2c	IZT GmbH
0:11:2d	Guys Without Ties
0:11:2e	Ceicom
0:11:2f	Asustek Computer Inc.
0:11:3	Kawamura Electric inc.
0:11:30	Allied Telesis (Hong Kong) Ltd.
0:11:31	Unatech. Co.,Ltd
0:11:32	Synology Incorporated
0:11:33	Siemens Austria Simea
0:11:34	Mediacell, Inc.
0:11:35	Grandeye Ltd
0:11:36	Goodrich Sensor Systems
0:11:37	Aichi Electric Co., Ltd.
0:11:38	Taishin Co., Ltd.
0:11:39	Stoeber Antriebstechnik GmbH + Co. KG.
0:11:3a	Shinboram
0:11:3b	Micronet Communications Inc.
0:11:3c	Micronas GmbH
0:11:3d	KN Soltec Co.,Ltd.
0:11:3e	JL Corporation
0:11:3f	Alcatel di
0:11:4	Telexy
0:11:40	Nanometrics Inc.
0:11:41	Goodman Corporation
0:11:42	e-Smartcom Inc.
0:11:43	Dell Inc. (WW Pcba Test)
0:11:44	Assurance Technology Corp
0:11:45	Valuepoint Networks
0:11:46	Private
0:11:47	Secom-Industry co.Ltd.
0:11:48	Prolon Control Systems
0:11:49	Proliphix LLC
0:11:4a	Kayaba Industry Co,.Ltd.
0:11:4b	Francotyp-Postalia AG & Co. KG
0:11:4c	Caffeina Applied Research ltd.
0:11:4d	Atsumi Electric Co.,Ltd.
0:11:4e	690885 Ontario Inc.
0:11:4f	US Digital Television, Inc
0:11:5	Sunplus Technology Co., Ltd.
0:11:50	Belkin Corporation
0:11:51	Mykotronx
0:11:52	Eidsvoll Electronics AS
0:11:53	Trident Tek, Inc.
0:11:54	Webpro Technologies Inc.
0:11:55	Sevis Systems
0:11:56	Pharos Systems NZ
0:11:57	of Networks Co., Ltd.
0:11:58	Nortel Networks
0:11:59	Matisse Networks Inc
0:11:5a	Ivoclar Vivadent AG
0:11:5b	Elitegroup Computer System Co. (ECS)
0:11:5c	Cisco
0:11:5d	Cisco
0:11:5e	Prominent Dosiertechnik GmbH
0:11:5f	Intellix Co., Ltd.
0:11:6	Siemens NV (Belgium)
0:11:60	Artdio Company Co., Ltd
0:11:61	Netstreams, LLC
0:11:62	Star Micronics Co.,Ltd.
0:11:63	System SPA Dept. Electronics
0:11:64	Acard Technology Corp.
0:11:65	Znyx Networks
0:11:66	Taelim Electronics Co., Ltd.
0:11:67	Integrated System Solution Corp.
0:11:68	Homelogic LLC
0:11:69	EMS Satcom
0:11:6a	Domo Ltd
0:11:6b	Digital Data Communications Asia Co.,Ltd
0:11:6c	Nanwang Multimedia Inc.,Ltd
0:11:6d	American Time and Signal
0:11:6e	Peplink Ltd.
0:11:6f	Netforyou Co., Ltd.
0:11:7	RGB Networks Inc.
0:11:70	GSC SRL
0:11:71	Dexter Communications, Inc.
0:11:72	Cotron Corporation
0:11:73	Adtron Corporation
0:11:74	Wibhu Technologies, Inc.
0:11:75	Pathscale, Inc.
0:11:76	Intellambda Systems, Inc.
0:11:77	Coaxial Networks, Inc.
0:11:78	Chiron Technology Ltd
0:11:79	Singular Technology Co. Ltd.
0:11:7a	Singim International Corp.
0:11:7b	Büchi Labortechnik AG
0:11:7c	e-zy.net
0:11:7d	ZMD America, Inc.
0:11:7e	Progeny Inc.
0:11:7f	Neotune Information Technology Corporation,.Ltd
0:11:8	Orbital Data Corporation
0:11:80	Motorola BCS
0:11:81	Interenergy Co.Ltd,
0:11:82	IMI Norgren Ltd
0:11:83	PSC Scanning, Inc
0:11:84	Humo Laboratory,Ltd.
0:11:85	Hewlett Packard
0:11:86	Prime Systems, Inc.
0:11:87	Category Solutions, Inc
0:11:88	Enterasys
0:11:89	Aerotech Inc
0:11:8a	Viewtran Technology Limited
0:11:8b	Netdevices Inc.
0:11:8c	Missouri Department of Transportation
0:11:8d	Hanchang System Corp.
0:11:8e	Halytech Mace
0:11:8f	Eutech Instruments Pte. Ltd.
0:11:9	Micro-Star International
0:11:90	Digital Design Corporation
0:11:91	CTS-Clima Temperatur Systeme GmbH
0:11:92	Cisco Systems
0:11:93	Cisco Systems
0:11:94	Chi Mei Communication Systems, Inc.
0:11:95	Alpha Networks Inc.
0:11:96	Actuality Systems, Inc.
0:11:97	Monitoring Technologies Limited
0:11:98	Prism Media Products Limited
0:11:99	2wcom GmbH
0:11:9a	Alkeria srl
0:11:9b	Telesynergy Research Inc.
0:11:9c	EP&T Energy
0:11:9d	Diginfo Technology Corporation
0:11:9e	Solectron Brazil
0:11:9f	Nokia Danmark A/S
0:11:a	Hewlett Packard
0:11:a0	Vtech Engineering Canada Ltd
0:11:a1	Vision Netware Co.,Ltd
0:11:a2	Manufacturing Technology Inc
0:11:a3	Lanready Technologies Inc.
0:11:a4	Jstream Technologies Inc.
0:11:a5	Fortuna Electronic Corp.
